College,Department,Category,Cutoff
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,2AR,55102
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,2BG,81933
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3AG,50230
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3AR,54394
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3BG,41049
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,3BK,51692
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,GM,39736
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,GMK,50352
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,GMR,50574
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,SCG,84839
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,SCR,110141
E004 Dr. Ambedkar Institute Of Technology Bangalore,EE Electrical,STG,87980
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,1G,85191
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,1R,150006
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,2AG,71715
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,2AR,78287
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,2BG,132068
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,3AG,62612
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,3BG,63138
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,GM,57606
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,GMK,59681
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,GMR,68585
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,SCG,170340
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,SCK,234633
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,SCR,189565
E004 Dr. Ambedkar Institute Of Technology Bangalore,EI Elec. Inst. Engg,STG,180053
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,1G,55027
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,2AG,55282
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,2AR,63805
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,2BG,69703
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,2BR,106840
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,3AG,53879
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,3AK,93292
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,3BG,48675
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,GM,45672
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,GMK,47659
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,GMR,51432
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,SCG,115572
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,SCR,185160
E004 Dr. Ambedkar Institute Of Technology Bangalore,ET Elec. Telecommn. Engg.,STG,137771
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,1G,91557
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,2AG,95760
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,2AR,160635
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,2BG,197497
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,3AG,82357
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,3BG,81548
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,GM,79827
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,GMK,120680
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,GMR,84760
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,SCG,166337
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,SCR,225480
E004 Dr. Ambedkar Institute Of Technology Bangalore,IM Ind. Engg. Mgmt.,STG,180958
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,1G,122309
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,1R,145909
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,2AG,130857
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,2AK,151620
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,2AR,161165
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,2BG,148355
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,3AG,107005
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,3AR,136757
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,3BG,117062
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,3BR,121905
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,GM,100709
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,GMK,113848
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,GMR,121100
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,SCG,189214
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,SCK,195953
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,SCR,211285
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,STG,248342
E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,STR,249659
E005 R. V. College of Engineering Bangalore,BT Bio Technology,1G,25508
E005 R. V. College of Engineering Bangalore,BT Bio Technology,2AG,23528
E005 R. V. College of Engineering Bangalore,BT Bio Technology,2AK,52660
E005 R. V. College of Engineering Bangalore,BT Bio Technology,2AR,75976
E005 R. V. College of Engineering Bangalore,BT Bio Technology,3AG,8563
E005 R. V. College of Engineering Bangalore,BT Bio Technology,3BG,14575
E005 R. V. College of Engineering Bangalore,BT Bio Technology,GM,7376
E005 R. V. College of Engineering Bangalore,BT Bio Technology,GMR,13770
E005 R. V. College of Engineering Bangalore,BT Bio Technology,SCG,61329
E005 R. V. College of Engineering Bangalore,BT Bio Technology,SCR,71685
E005 R. V. College of Engineering Bangalore,BT Bio Technology,STG,45191
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),1G,1856
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),2AG,2085
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),2AR,2556
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),2BG,2177
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),3AG,1640
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),3BG,1437
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),3BR,2313
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),GM,738
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),GMK,2072
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),GMR,1808
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),SCG,9060
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),SCK,22097
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),SCR,19186
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),STG,12978
E005 R. V. College of Engineering Bangalore,CA CS (AI Machine Learning),STR,21709
E005 R. V. College of Engineering Bangalore,CE Civil,1G,41722
E005 R. V. College of Engineering Bangalore,CE Civil,2AG,37759
E005 R. V. College of Engineering Bangalore,CE Civil,2AR,53256
E005 R. V. College of Engineering Bangalore,CE Civil,2BG,20085
E005 R. V. College of Engineering Bangalore,CE Civil,3BG,17427
E005 R. V. College of Engineering Bangalore,CE Civil,3BK,49255
E005 R. V. College of Engineering Bangalore,CE Civil,GM,15239
E005 R. V. College of Engineering Bangalore,CE Civil,GMR,27460
E005 R. V. College of Engineering Bangalore,CE Civil,SCG,34913
E005 R. V. College of Engineering Bangalore,CE Civil,SCR,42558
E005 R. V. College of Engineering Bangalore,CE Civil,STG,61968
E005 R. V. College of Engineering Bangalore,CH Chemical,1K,210249
E005 R. V. College of Engineering Bangalore,CH Chemical,2AG,17011
E005 R. V. College of Engineering Bangalore,CH Chemical,2BG,43596
E005 R. V. College of Engineering Bangalore,CH Chemical,2BR,88516
E005 R. V. College of Engineering Bangalore,CH Chemical,3AG,17328
E005 R. V. College of Engineering Bangalore,CH Chemical,GM,13690
E005 R. V. College of Engineering Bangalore,CH Chemical,GMR,28478
E005 R. V. College of Engineering Bangalore,CH Chemical,SCG,24059
E005 R. V. College of Engineering Bangalore,CH Chemical,STG,65444
E005 R. V. College of Engineering Bangalore,CS Computers,1G,1177
E005 R. V. College of Engineering Bangalore,CS Computers,1R,4288
E005 R. V. College of Engineering Bangalore,CS Computers,2AG,1348
E005 R. V. College of Engineering Bangalore,CS Computers,2AK,3982
E005 R. V. College of Engineering Bangalore,CS Computers,2AR,1806
E005 R. V. College of Engineering Bangalore,CS Computers,2BG,1201
E005 R. V. College of Engineering Bangalore,CS Computers,3AG,945
E005 R. V. College of Engineering Bangalore,CS Computers,3AR,1345
E005 R. V. College of Engineering Bangalore,CS Computers,3BG,866
E005 R. V. College of Engineering Bangalore,CS Computers,3BR,1165
E005 R. V. College of Engineering Bangalore,CS Computers,GM,419
E005 R. V. College of Engineering Bangalore,CS Computers,GMK,2203
E005 R. V. College of Engineering Bangalore,CS Computers,GMR,1009
E005 R. V. College of Engineering Bangalore,CS Computers,SCG,4706
E005 R. V. College of Engineering Bangalore,CS Computers,SCK,4849
E005 R. V. College of Engineering Bangalore,CS Computers,SCR,10271
E005 R. V. College of Engineering Bangalore,CS Computers,STG,9438
E005 R. V. College of Engineering Bangalore,CS Computers,STR,17200
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,1G,1652
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,2AG,2400
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,2BG,2156
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,2BK,25997
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,3AG,2001
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,3BG,1518
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,GM,771
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,GMR,2098
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,SCG,10365
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,SCR,18988
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,STG,12910
E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,STR,23027
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,1G,2307
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,2AG,1996
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,2AR,5240
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,2BG,2077
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,3AG,1681
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,3BG,1389
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,GM,664
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,GMK,5012
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,GMR,2149
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,SCG,9135
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,SCR,14736
E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,STG,10267
E005 R. V. College of Engineering Bangalore,EC Electronics,1G,3129
E005 R. V. College of Engineering Bangalore,EC Electronics,2AG,2859
E005 R. V. College of Engineering Bangalore,EC Electronics,2AK,5856
E005 R. V. College of Engineering Bangalore,EC Electronics,2AR,3860
E005 R. V. College of Engineering Bangalore,EC Electronics,2BG,3506
E005 R. V. College of Engineering Bangalore,EC Electronics,2BR,6095
E005 R. V. College of Engineering Bangalore,EC Electronics,3AG,1968
E005 R. V. College of Engineering Bangalore,EC Electronics,3AR,3793
E005 R. V. College of Engineering Bangalore,EC Electronics,3BG,2290
E005 R. V. College of Engineering Bangalore,EC Electronics,3BR,3185
E005 R. V. College of Engineering Bangalore,EC Electronics,GM,995
E005 R. V. College of Engineering Bangalore,EC Electronics,GMK,4000
E005 R. V. College of Engineering Bangalore,EC Electronics,GMR,3158
E005 R. V. College of Engineering Bangalore,EC Electronics,SCG,15024
E005 R. V. College of Engineering Bangalore,EC Electronics,SCK,28765
E005 R. V. College of Engineering Bangalore,EC Electronics,SCR,21462
E005 R. V. College of Engineering Bangalore,EC Electronics,STG,28258
E005 R. V. College of Engineering Bangalore,EC Electronics,STR,37844
E005 R. V. College of Engineering Bangalore,EE Electrical,1G,7711
E005 R. V. College of Engineering Bangalore,EE Electrical,1R,14418
E005 R. V. College of Engineering Bangalore,EE Electrical,2AG,8993
E005 R. V. College of Engineering Bangalore,EE Electrical,3AG,5643
E005 R. V. College of Engineering Bangalore,EE Electrical,3AR,7154
E005 R. V. College of Engineering Bangalore,EE Electrical,3BG,3455
E005 R. V. College of Engineering Bangalore,EE Electrical,GM,3328
E005 R. V. College of Engineering Bangalore,EE Electrical,GMK,14441
E005 R. V. College of Engineering Bangalore,EE Electrical,GMR,5851
E005 R. V. College of Engineering Bangalore,EE Electrical,SCG,25484
E005 R. V. College of Engineering Bangalore,EE Electrical,STG,23041
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,1G,5309
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,1R,18144
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,2AG,5769
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,2AR,12684
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,2BG,15359
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,3AG,3938
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,3AK,29054
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,3BG,4303
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,GM,2119
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,GMR,8330
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,SCG,30853
E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,STG,32335
E005 R. V. College of Engineering Bangalore,IE Info.Science,1G,1566
E005 R. V. College of Engineering Bangalore,IE Info.Science,2AG,1628
E005 R. V. College of Engineering Bangalore,IE Info.Science,2AK,5079
E005 R. V. College of Engineering Bangalore,IE Info.Science,2AR,2016
E005 R. V. College of Engineering Bangalore,IE Info.Science,2BG,2039
E005 R. V. College of Engineering Bangalore,IE Info.Science,3AG,1239
E005 R. V. College of Engineering Bangalore,IE Info.Science,3BG,1234
E005 R. V. College of Engineering Bangalore,IE Info.Science,3BR,2042
E005 R. V. College of Engineering Bangalore,IE Info.Science,GM,657
E005 R. V. College of Engineering Bangalore,IE Info.Science,GMK,1688
E005 R. V. College of Engineering Bangalore,IE Info.Science,GMR,1653
E005 R. V. College of Engineering Bangalore,IE Info.Science,SCG,9896
E005 R. V. College of Engineering Bangalore,IE Info.Science,SCK,18206
E005 R. V. College of Engineering Bangalore,IE Info.Science,SCR,17001
E005 R. V. College of Engineering Bangalore,IE Info.Science,STG,12532
E005 R. V. College of Engineering Bangalore,IE Info.Science,STR,25994
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,1G,27080
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,2AG,26703
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,2AR,49727
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,2BG,69096
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,3AG,23971
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,3BG,24945
E005 R. V. College of Engineering Bangalore,IM Ind. Engg. Mgmt.,GM,19695
